series_id,year,period,value,state_name
LASST110000000000003          ,2025,M03,4.659288419418564,DC
LASST110000000000003          ,2025,M04,4.752609717968873,DC
LASST110000000000003          ,2025,M05,4.660324437616188,DC
LASST110000000000003          ,2025,M06,4.637219304535373,DC
LASST110000000000003          ,2025,M07,4.873926232941683,DC
LASST110000000000003          ,2025,M08,4.814664517298362,DC
LASST110000000000003          ,2025,M09,4.699677746780823,DC
LASST110000000000003          ,2025,M10,4.821512283071414,DC
LASST110000000000003          ,2025,M11,4.629201835689977,DC
LASST110000000000003          ,2025,M12,4.7614792002746,DC
LASST110000000000003          ,2026,M01,4.665138868101254,DC
LASST110000000000003          ,2026,M02,4.769552759416649,DC
