series_id,year,period,value,state_name
LAUST170000000000003          ,2025,M03,4.884519516703646,Illinois
LAUST170000000000003          ,2025,M04,4.9105590204828315,Illinois
LAUST170000000000003          ,2025,M05,4.914599251048648,Illinois
LAUST170000000000003          ,2025,M06,4.924919157310086,Illinois
LAUST170000000000003          ,2025,M07,4.898541062860158,Illinois
LAUST170000000000003          ,2025,M08,4.896109306773747,Illinois
LAUST170000000000003          ,2025,M09,4.88091100393698,Illinois
LAUST170000000000003          ,2025,M10,4.895416339786303,Illinois
LAUST170000000000003          ,2025,M11,4.906263482669296,Illinois
LAUST170000000000003          ,2025,M12,4.8863366806773465,Illinois
LAUST170000000000003          ,2026,M01,4.880797557014061,Illinois
LAUST170000000000003          ,2026,M02,4.912151982106298,Illinois
