series_id,year,period,value,state_name
LASST410000000000003          ,2025,M03,5.467221935420461,Oregon
LASST410000000000003          ,2025,M04,5.434751224738217,Oregon
LASST410000000000003          ,2025,M05,5.518103137866064,Oregon
LASST410000000000003          ,2025,M06,5.494718829425295,Oregon
LASST410000000000003          ,2025,M07,5.446175991791148,Oregon
LASST410000000000003          ,2025,M08,5.4637863194859415,Oregon
LASST410000000000003          ,2025,M09,5.482029846804883,Oregon
LASST410000000000003          ,2025,M10,5.4471913212950085,Oregon
LASST410000000000003          ,2025,M11,5.457829558417355,Oregon
LASST410000000000003          ,2025,M12,5.380977074155085,Oregon
LASST410000000000003          ,2026,M01,5.449369081696171,Oregon
LASST410000000000003          ,2026,M02,5.450185009230859,Oregon
