series_id,year,period,value,state_name
LASST270000000000003          ,2025,M03,4.320777251046217,Minnesota
LASST270000000000003          ,2025,M04,4.3346232448609925,Minnesota
LASST270000000000003          ,2025,M05,4.351918461429541,Minnesota
LASST270000000000003          ,2025,M06,4.315938089137699,Minnesota
LASST270000000000003          ,2025,M07,4.374491861960771,Minnesota
LASST270000000000003          ,2025,M08,4.3362429813558805,Minnesota
LASST270000000000003          ,2025,M09,4.339920613819715,Minnesota
LASST270000000000003          ,2025,M10,4.369056157723997,Minnesota
LASST270000000000003          ,2025,M11,4.322117649721683,Minnesota
LASST270000000000003          ,2025,M12,4.363715900960296,Minnesota
LASST270000000000003          ,2026,M01,4.342873331815565,Minnesota
LASST270000000000003          ,2026,M02,4.380301770691248,Minnesota
