series_id,year,period,value,state_name
LASST020000000000003          ,2025,M03,7.179356725084861,Alaska
LASST020000000000003          ,2025,M04,7.107900934471723,Alaska
LASST020000000000003          ,2025,M05,7.4397163832810325,Alaska
LASST020000000000003          ,2025,M06,6.964884333104816,Alaska
LASST020000000000003          ,2025,M07,6.925792420465721,Alaska
LASST020000000000003          ,2025,M08,6.751631187650487,Alaska
LASST020000000000003          ,2025,M09,6.939260672847062,Alaska
LASST020000000000003          ,2025,M10,7.163610761137403,Alaska
LASST020000000000003          ,2025,M11,6.973816249426923,Alaska
LASST020000000000003          ,2025,M12,7.029583277182245,Alaska
LASST020000000000003          ,2026,M01,6.928352909903251,Alaska
LASST020000000000003          ,2026,M02,7.060402092614757,Alaska
