series_id,year,period,value,state_name
LASST440000000000003          ,2025,M03,5.83623060403747,RhodeIsland
LASST440000000000003          ,2025,M04,5.731788519743685,RhodeIsland
LASST440000000000003          ,2025,M05,5.791129853901685,RhodeIsland
LASST440000000000003          ,2025,M06,5.716065557043587,RhodeIsland
LASST440000000000003          ,2025,M07,5.7647398681676005,RhodeIsland
LASST440000000000003          ,2025,M08,5.770195057754614,RhodeIsland
LASST440000000000003          ,2025,M09,5.810873980856982,RhodeIsland
LASST440000000000003          ,2025,M10,5.70462106004662,RhodeIsland
LASST440000000000003          ,2025,M11,5.775644263042454,RhodeIsland
LASST440000000000003          ,2025,M12,5.745809706092584,RhodeIsland
LASST440000000000003          ,2026,M01,5.746279871221549,RhodeIsland
LASST440000000000003          ,2026,M02,5.7470220180509255,RhodeIsland
