series_id,year,period,value,state_name
LASST150000000000003          ,2025,M03,3.0462115366248286,Hawaii
LASST150000000000003          ,2025,M04,2.9436761277328882,Hawaii
LASST150000000000003          ,2025,M05,2.893617712848388,Hawaii
LASST150000000000003          ,2025,M06,2.9919845069490587,Hawaii
LASST150000000000003          ,2025,M07,2.9437957257072953,Hawaii
LASST150000000000003          ,2025,M08,2.948293918276913,Hawaii
LASST150000000000003          ,2025,M09,2.934326760766959,Hawaii
LASST150000000000003          ,2025,M10,2.899166788515643,Hawaii
LASST150000000000003          ,2025,M11,2.9486740651175785,Hawaii
LASST150000000000003          ,2025,M12,2.8158472524573375,Hawaii
LASST150000000000003          ,2026,M01,2.9693116069217065,Hawaii
LASST150000000000003          ,2026,M02,2.8994239526211443,Hawaii
