series_id,year,period,value,state_name
LASST130000000000003          ,2025,M03,3.9103014148697173,Georgia
LASST130000000000003          ,2025,M04,3.8609788626921824,Georgia
LASST130000000000003          ,2025,M05,3.8706283851154337,Georgia
LASST130000000000003          ,2025,M06,3.9102373347608133,Georgia
LASST130000000000003          ,2025,M07,3.8843581827239415,Georgia
LASST130000000000003          ,2025,M08,3.885256417008752,Georgia
LASST130000000000003          ,2025,M09,3.891698643619626,Georgia
LASST130000000000003          ,2025,M10,3.880913686731542,Georgia
LASST130000000000003          ,2025,M11,3.9005543145304182,Georgia
LASST130000000000003          ,2025,M12,3.8970583055396233,Georgia
LASST130000000000003          ,2026,M01,3.8943315910675183,Georgia
LASST130000000000003          ,2026,M02,3.8967766495153575,Georgia
