series_id,year,period,value,state_name
LASST320000000000003          ,2025,M03,5.2874023697432015,Nevada
LASST320000000000003          ,2025,M04,5.291407145971862,Nevada
LASST320000000000003          ,2025,M05,5.302199683587904,Nevada
LASST320000000000003          ,2025,M06,5.373095212633526,Nevada
LASST320000000000003          ,2025,M07,5.3439442003354705,Nevada
LASST320000000000003          ,2025,M08,5.24829415221395,Nevada
LASST320000000000003          ,2025,M09,5.243464576270984,Nevada
LASST320000000000003          ,2025,M10,5.350374621414403,Nevada
LASST320000000000003          ,2025,M11,5.289929746820102,Nevada
LASST320000000000003          ,2025,M12,5.284511406754737,Nevada
LASST320000000000003          ,2026,M01,5.238959843261774,Nevada
LASST320000000000003          ,2026,M02,5.3623248473988046,Nevada
