series_id,year,period,value,state_name
LASST340000000000003          ,2025,M03,5.101142861045741,NewJersey
LASST340000000000003          ,2025,M04,5.093459107322644,NewJersey
LASST340000000000003          ,2025,M05,5.180050839932714,NewJersey
LASST340000000000003          ,2025,M06,5.08641516202852,NewJersey
LASST340000000000003          ,2025,M07,5.145875423899147,NewJersey
LASST340000000000003          ,2025,M08,5.179014079300428,NewJersey
LASST340000000000003          ,2025,M09,5.074148475896484,NewJersey
LASST340000000000003          ,2025,M10,5.1217431227904076,NewJersey
LASST340000000000003          ,2025,M11,5.157228398309255,NewJersey
LASST340000000000003          ,2025,M12,5.123624125929868,NewJersey
LASST340000000000003          ,2026,M01,5.1437414740908505,NewJersey
LASST340000000000003          ,2026,M02,5.155279736910914,NewJersey
