series_id,year,period,value,state_name
LASST100000000000003          ,2025,M03,4.321881700253143,Delaware
LASST100000000000003          ,2025,M04,4.279273807289354,Delaware
LASST100000000000003          ,2025,M05,4.341840064916715,Delaware
LASST100000000000003          ,2025,M06,4.33510281749926,Delaware
LASST100000000000003          ,2025,M07,4.194538406971445,Delaware
LASST100000000000003          ,2025,M08,4.283207706976208,Delaware
LASST100000000000003          ,2025,M09,4.34518827092764,Delaware
LASST100000000000003          ,2025,M10,4.247260561484006,Delaware
LASST100000000000003          ,2025,M11,4.275732764944349,Delaware
LASST100000000000003          ,2025,M12,4.302517782642593,Delaware
LASST100000000000003          ,2026,M01,4.352658844366189,Delaware
LASST100000000000003          ,2026,M02,4.346460517095462,Delaware
